iter	Passed	Remaining
399	32108	369250
400	32181	369084
401	32266	369054
402	32339	368891
403	32433	368969
404	32520	368963
405	32602	368905
406	32684	368844
407	32765	368772
408	32843	368668
409	32918	368523
410	33011	368593
411	33101	368615
412	33179	368512
413	33269	368533
414	33348	368441
415	33435	368430
416	33518	368383
417	33610	368429
418	33690	368347
419	33772	368279
420	33852	368197
421	33930	368090
422	34012	368024
423	34089	367908
424	34179	367933
425	34272	367987
426	34355	367929
427	34427	367764
428	34503	367640
429	34584	367563
430	34660	367436
431	34737	367321
432	34818	367243
433	34895	367123
434	34970	366991
435	35048	366888
436	35142	366948
437	35221	366849
438	35306	366817
439	35386	366737
440	35468	366668
441	35554	366648
442	35628	366495
443	35739	366737
444	35845	366915
445	35941	366989
446	36027	366961
447	36110	366912
448	36186	366785
449	36264	366673
450	36346	366605
451	36419	366454
452	36497	366344
453	36573	366215
454	36653	366137
455	36739	366102
456	36818	366008
457	36896	365906
458	36977	365826
459	37048	365656
460	37125	365536
461	37196	365363
462	37272	365241
463	37346	365098
464	37425	365002
465	37508	364947
466	37588	364855
467	37660	364693
468	37751	364713
469	37833	364647
470	37906	364496
471	37980	364359
472	38057	364245
473	38143	364213
474	38223	364126
475	38314	364146
476	38397	364088
477	38477	364002
478	38554	363894
479	38633	363798
480	38718	363764
481	38807	363764
482	38889	363697
483	38982	363728
484	39056	363588
485	39131	363456
486	39210	363362
487	39289	363269
488	39362	363118
489	39437	362982
490	39520	362926
491	39598	362822
492	39680	362761
493	39765	362723
494	39844	362626
495	39918	362489
496	39998	362400
497	40075	362285
498	40151	362169
499	40234	362108
500	40310	361985
501	40390	361901
502	40469	361807
503	40548	361716
504	40625	361610
505	40723	361686
506	40821	361759
507	40902	361678
508	40990	361668
509	41082	361683
510	41159	361577
511	41242	361519
512	41327	361472
513	41399	361319
514	41479	361235
515	41568	361226
516	41642	361090
517	41722	361002
518	41800	360903
519	41875	360776
520	41957	360707
521	42039	360641
522	42119	360548
523	42204	360509
524	42286	360439
525	42370	360390
526	42445	360261
527	42519	360130
528	42602	360064
529	42677	359937
530	42753	359823
531	42830	359714
532	42912	359646
533	42995	359586
534	43073	359482
535	43164	359491
536	43269	359609
537	43345	359495
538	43421	359373
539	43507	359336
540	43588	359263
541	43661	359123
542	43747	359083
543	43830	359021
544	43907	358913
545	43984	358804
546	44056	358657
547	44129	358508
548	44212	358451
549	44291	358355
550	44362	358202
551	44444	358135
552	44524	358051
553	44614	358043
554	44697	357982
555	44782	357936
556	44853	357783
557	44928	357652
558	45005	357545
559	45088	357485
560	45163	357365
561	45245	357296
562	45322	357184
563	45406	357132
564	45491	357085
565	45573	357015
566	45657	356965
567	45762	357078
568	45858	357115
569	45946	357095
570	46028	357022
571	46114	356983
572	46191	356876
573	46262	356718
574	46338	356606
575	46414	356486
576	46497	356427
577	46574	356315
578	46658	356261
579	46741	356205
580	46820	356106
581	46890	355950
582	46970	355864
583	47053	355802
584	47139	355758
585	47213	355634
586	47287	355498
587	47359	355356
588	47444	355309
589	47523	355217
590	47601	355115
591	47678	355008
592	47755	354905
593	47835	354820
594	47915	354738
595	47992	354629
596	48136	355017
597	48212	354903
598	48294	354830
599	48381	354794
600	48462	354716
601	48547	354668
602	48632	354618
603	48723	354617
604	48801	354514
605	48876	354398
606	48959	354331
607	49045	354286
608	49130	354240
609	49214	354181
610	49295	354105
611	49370	353981
612	49455	353930
613	49538	353869
614	49630	353868
615	49727	353906
616	49808	353827
617	49895	353790
618	49979	353730
619	50065	353689
620	50142	353581
621	50225	353518
622	50309	353455
623	50391	353385
624	50491	353441
625	50575	353379
626	50653	353282
627	50803	353680
628	50908	353770
629	51006	353806
630	51093	353769
631	51178	353717
632	51263	353661
633	51348	353609
634	51448	353657
635	51539	353642
636	51635	353665
637	51726	353653
638	51820	353661
639	51912	353656
640	52005	353654
641	52093	353619
642	52183	353597
643	52275	353588
644	52361	353544
645	52463	353600
646	52556	353600
647	52648	353592
648	52744	353609
649	52842	353641
650	52934	353627
651	53022	353594
652	53115	353585
653	53207	353575
654	53313	353657
655	53430	353813
656	53516	353760
657	53615	353798
658	53712	353819
659	53807	353826
660	53892	353768
661	53977	353708
662	54088	353819
663	54185	353838
664	54289	353903
