decile,y_rate,count,score_mean
8,0.36910994764397903,5348,0.7075375726812942
7,0.2036275243081526,5348,0.5612506992539301
6,0.19035153328347046,5348,0.5112961635348507
5,0.1830590875093493,5348,0.48858995112193937
4,0.1781974569932685,5348,0.46916815503681175
3,0.16417352281226627,5348,0.44266734566878874
2,0.1262154076290202,5348,0.3885883542643472
1,0.08021690351533284,5348,0.28256832260382553
0,0.17698204936424833,10696,0.026828539180794062
