decile,y_rate,count,score_mean
8,0.36705310396409874,5348,0.6983829479495477
7,0.20774121166791323,5348,0.5605645057012656
6,0.181189229618549,5348,0.5091864874204305
5,0.18735976065819,5348,0.48721620711427976
4,0.18175018698578907,5348,0.4699298673114623
3,0.16267763649962602,5348,0.4465046171699016
2,0.1286462228870606,5348,0.3950559529079381
1,0.07591623036649214,5348,0.29724809401095326
0,0.17829094988780853,10696,0.026801486856189348
