feature,importance,fold,seed
title,5.209418240173003,5,3407
career,1.924586392731812,5,3407
zip_code,2.1438468757787357,5,3407
residence,4.297884922898552,5,3407
loan,2.5291587964746762,5,3407
term,10.4024798233554,5,3407
interest_rate,19.848878500653797,5,3407
syndicated,0.07409937172479256,5,3407
installment,0.24042912711254336,5,3407
total_accounts,1.8131539139916366,5,3407
balance_accounts,8.037856603847974,5,3407
balance_limit,1.9387122556993173,5,3407
balance,1.438722351892566,5,3407
level,5.702907628090127,5,3407
days_since_issue_time,3.0339463920423517,5,3407
days_since_record_time,1.2749134191334943,5,3407
days_since_history_time,1.104200851144996,5,3407
stmt_txn_count,0.2982999633461018,5,3407
stmt_amt_sum,0.6997335381250839,5,3407
stmt_amt_mean,1.0551515748110922,5,3407
stmt_amt_std,0.7716132704517762,5,3407
stmt_amt_min,9.549777086818054,5,3407
stmt_amt_max,0.3267138137999521,5,3407
stmt_amt_median,0.6072681516147391,5,3407
stmt_in_sum,0.416425100003287,5,3407
stmt_in_mean,1.522354266444956,5,3407
stmt_in_std,1.1674414645889173,5,3407
stmt_in_min,1.9825782551615634,5,3407
stmt_in_max,1.1098328076938682,5,3407
stmt_in_median,1.0270667498413124,5,3407
stmt_out_sum,0.871975816539424,5,3407
stmt_out_mean,0.5793397635014623,5,3407
stmt_out_std,0.7058254674547352,5,3407
stmt_out_min,0.6132930294850154,5,3407
stmt_out_max,0.6722960320638102,5,3407
stmt_out_median,1.6824848391897111,5,3407
stmt_active_days,0.5269729717279843,5,3407
stmt_days_since_first,0.678970340186796,5,3407
stmt_days_since_last,1.6430278031486758,5,3407
stmt_txn_intensity_per_day,0.4763624272558911,5,3407
