feature,importance,fold,seed
stmt_out_mean,0.9062998085125661,3,3407
stmt_out_std,0.9287786569373276,3,3407
stmt_out_min,0.8581098393492368,3,3407
stmt_out_max,0.735819174727301,3,3407
stmt_out_median,1.2668510390742604,3,3407
stmt_active_days,1.0222879317601872,3,3407
stmt_days_since_first,1.193959058637763,3,3407
stmt_days_since_last,1.0019613659875064,3,3407
stmt_txn_intensity_per_day,1.001957820015936,3,3407
title,4.825208017442174,4,42
career,2.896391509680949,4,42
zip_code,3.400913439163572,4,42
residence,3.104663023750025,4,42
loan,3.1261212670724436,4,42
term,6.101762751382078,4,42
interest_rate,14.632201038662723,4,42
syndicated,0.18441313427321057,4,42
installment,0.23420753603938982,4,42
total_accounts,2.5897599146053096,4,42
balance_accounts,6.209615570513756,4,42
balance_limit,2.5672213484554804,4,42
balance,2.706510259661714,4,42
level,6.74813426880834,4,42
days_since_issue_time,4.854879267997337,4,42
days_since_record_time,2.4375258393016144,4,42
days_since_history_time,2.9195181770798904,4,42
stmt_txn_count,0.803859556262234,4,42
stmt_amt_sum,0.8571967843749676,4,42
stmt_amt_mean,1.1494049020230988,4,42
stmt_amt_std,0.843424681031963,4,42
stmt_amt_min,5.3361446058692374,4,42
stmt_amt_max,1.1285862201055652,4,42
stmt_amt_median,1.0429983080985077,4,42
stmt_in_sum,1.0191690020229207,4,42
stmt_in_mean,1.3200696311312234,4,42
stmt_in_std,1.8754199524118451,4,42
stmt_in_min,1.9806368112708639,4,42
stmt_in_max,0.9853059324282559,4,42
stmt_in_median,1.530991008397329,4,42
stmt_out_sum,1.3206875580106021,4,42
stmt_out_mean,0.8790640155729242,4,42
stmt_out_std,1.0191957807352279,4,42
stmt_out_min,1.0622370220839692,4,42
stmt_out_max,0.934340504662244,4,42
stmt_out_median,0.980546366185395,4,42
stmt_active_days,0.848497606277015,4,42
stmt_days_since_first,0.9911506464505434,4,42
stmt_days_since_last,1.387385019986428,4,42
stmt_txn_intensity_per_day,1.1646417207176425,4,42
title,3.853840759298067,4,3407
career,2.7710933390330554,4,3407
zip_code,3.7225506619825186,4,3407
residence,3.1503289383304454,4,3407
loan,3.8404683999607374,4,3407
term,6.053633506708066,4,3407
interest_rate,14.479835918543172,4,3407
syndicated,0.13526226476209782,4,3407
installment,0.6475238681162505,4,3407
total_accounts,2.5597596290558258,4,3407
balance_accounts,6.590934186555986,4,3407
balance_limit,2.5170740829294838,4,3407
balance,2.9800128536641513,4,3407
level,6.859044590823856,4,3407
days_since_issue_time,4.740900584148147,4,3407
days_since_record_time,3.016847310025154,4,3407
days_since_history_time,3.1017827124414334,4,3407
stmt_txn_count,0.8258152272991367,4,3407
stmt_amt_sum,1.0003340009395192,4,3407
stmt_amt_mean,1.2661934182588637,4,3407
stmt_amt_std,0.789506339838245,4,3407
stmt_amt_min,5.257663996784467,4,3407
stmt_amt_max,1.0191406530680496,4,3407
stmt_amt_median,1.1798581113727529,4,3407
stmt_in_sum,0.9836026040913174,4,3407
stmt_in_mean,1.698658542513783,4,3407
stmt_in_std,1.5538499200586546,4,3407
stmt_in_min,1.3924339952232057,4,3407
stmt_in_max,0.8132471220313239,4,3407
stmt_in_median,1.2831061583094012,4,3407
stmt_out_sum,0.8422138567142831,4,3407
stmt_out_mean,0.4800341091030386,4,3407
stmt_out_std,1.2464651880449797,4,3407
stmt_out_min,0.9332903019163964,4,3407
stmt_out_max,1.0415112518911418,4,3407
stmt_out_median,1.268938245341656,4,3407
stmt_active_days,0.7982235221293195,4,3407
stmt_days_since_first,1.5068388198167306,4,3407
stmt_days_since_last,1.126546545827746,4,3407
stmt_txn_intensity_per_day,0.6716344630475672,4,3407
title,4.778710232062949,5,42
career,2.017132971198981,5,42
zip_code,2.5598729759210714,5,42
residence,4.0974895938736475,5,42
loan,2.1049079554238364,5,42
term,9.619112118776352,5,42
interest_rate,16.35666776256459,5,42
syndicated,0.10502084444258701,5,42
installment,0.18254521408295013,5,42
total_accounts,1.6013351444835027,5,42
balance_accounts,7.507782184535692,5,42
balance_limit,1.5275658331041155,5,42
balance,1.6833210716689806,5,42
level,9.619899832905247,5,42
days_since_issue_time,2.71560184078213,5,42
days_since_record_time,2.0928474712926266,5,42
days_since_history_time,1.847118093196077,5,42
stmt_txn_count,0.5637966424506663,5,42
stmt_amt_sum,1.1158532852920129,5,42
stmt_amt_mean,0.5030197375222293,5,42
stmt_amt_std,0.9238395276736631,5,42
stmt_amt_min,9.116388756092057,5,42
