bin,auc
0.0,0.6415205128157027
1.0,0.6854981674766951
2.0,0.6855626239651774
3.0,0.6143771146785688
4.0,0.7250420168067226
5.0,0.693476669984193
6.0,0.6807697746258267
7.0,0.7022134206135938
8.0,0.7143959025176112
9.0,0.6971984377347153
