feature,importance
term,9.493662320850808
balance_accounts,6.900233409516173
level,6.20796197792643
grade,5.918369839398099
record_dt,5.032009676383339
interest_rate,4.972421066980713
loan_to_limit,3.8806433859666782
days_history_to_record,3.8755308082024804
balance,3.6673669704124414
acct_utilization,3.574667327859699
min_abs_amount,2.8095365291097028
balance_limit,2.783277993898062
total_accounts,2.3655389538081737
loan,2.331956370761611
career,2.3293512017241724
subgrade,2.1817001340352564
loan_per_month,2.129583949822358
grade_rank,2.0988275262951173
balance_utilization,2.037068532949813
mean_abs_amount,2.0125951756978058
balance_utilization_sqrt,2.0088892367877316
days_issue_to_record,1.9156535366991714
first_tx_days_before_record,1.8984174609721969
amt_p75,1.8367088761794788
max_abs_amount,1.8210412557549176
amt_p90,1.8109598877472048
last_tx_days_before_record,1.7185341640262972
amt_p50,1.5629695761110438
std_abs_amount,1.5071763211664049
sum_expense_abs,1.405883969940179
sum_income,1.1723589719819607
span_days,1.0461987638630927
tx_count,0.8337479583595405
expense_count,0.7765847283156228
income_count,0.7548572704072974
active_days,0.6164875001570519
stmt_missing,0.4300177169600716
installment,0.14088289973296708
has_statement,0.1403267532388192
syndicated,0.0
