feature,importance
term,9.043981096609816
grade,7.87660647170199
balance_accounts,6.833988857919938
interest_rate,6.028012915722657
days_history_to_record,4.6042856952849505
subgrade,4.36367047305897
level,4.152889278182761
balance,4.113641096111318
acct_utilization,3.6908416085826516
loan_to_limit,3.643522171429655
balance_limit,3.163907181149828
loan_per_month,2.845579159003938
min_abs_amount,2.8009011948610505
days_issue_to_record,2.743180157199141
grade_rank,2.6912860422020826
total_accounts,2.538345636115042
first_tx_days_before_record,2.319963328096705
amt_p75,2.1881810725191366
balance_utilization_sqrt,2.008214477146666
career,1.9982589536051416
loan,1.890415157273733
balance_utilization,1.7947371309915647
max_abs_amount,1.753926480004983
ewm_income_expense_ratio,1.5839966404459525
ewm_expense_abs,1.5545755512527002
mean_abs_amount,1.432282008458735
sum_income,1.290526441344042
std_abs_amount,1.2625910806377914
ewm_income,1.2382259494174497
ewm_tx,1.1259977133329109
span_days,1.1252758407390477
expense_count,0.9676049040001354
income_count,0.9109788867381059
active_days,0.8705204485400121
tx_count,0.7609379866735833
installment,0.4701392165979327
has_statement,0.21501503178336573
stmt_missing,0.10299666526449804
syndicated,0.0
