income_count__as_cat,TE_income_count__as_cat
10.0,0.16790395561143026
2.0,0.2276119906019082
3.0,0.17941855089451675
4.0,0.19513113429750256
5.0,0.17060335055160808
6.0,0.18404969241862543
7.0,0.23507651256342355
8.0,0.09587410132340146
9.0,0.14235851408626277
