iter	Logloss
572	0.6171931889
573	0.6171518583
574	0.6170501929
575	0.6169898553
576	0.6169443128
577	0.6168768472
578	0.6168145382
579	0.6167632712
580	0.6166962478
581	0.6166322422
582	0.6165929965
583	0.6165657184
584	0.6164880565
585	0.6164354721
586	0.6164143324
587	0.6163457818
588	0.6162637344
589	0.6162197202
590	0.6161609713
591	0.6161342684
592	0.616089747
593	0.6160432977
594	0.6159494814
595	0.6159394663
596	0.6159142267
597	0.6158648787
598	0.6157362521
599	0.6156654476
600	0.6156233471
601	0.6155983303
602	0.6155568512
603	0.6155057851
604	0.6154272271
605	0.6153976316
606	0.6153529935
607	0.6152909899
608	0.6151895239
609	0.6151506215
610	0.6150610426
611	0.6150044426
612	0.6149285359
613	0.6148466256
614	0.6148239913
615	0.6147352655
616	0.6146864715
617	0.6146133757
618	0.6145517979
619	0.6145439085
620	0.6144815386
621	0.6144341247
622	0.6143605879
623	0.6143191744
624	0.6142150979
625	0.6141681696
626	0.6140920026
627	0.6140438606
628	0.6140062563
629	0.6139153251
630	0.6138805375
631	0.6138593541
632	0.6138061714
633	0.6137435066
634	0.6136854693
635	0.6136137308
636	0.6135640678
637	0.6135179088
638	0.613466604
639	0.6134046956
640	0.6133366003
641	0.6132908981
642	0.6132082463
643	0.6131447456
644	0.6130953205
645	0.6130206128
646	0.6129798951
647	0.6129485215
648	0.61289206
649	0.6128036473
650	0.6127469346
651	0.6126780103
652	0.6126213033
653	0.6125742169
654	0.6125395507
655	0.6124741147
656	0.6124460946
657	0.6123990152
658	0.6123453365
659	0.6123016583
660	0.6122640268
661	0.6122386016
662	0.6120727819
663	0.612028692
664	0.6119810069
665	0.6119323995
666	0.6118943194
667	0.611804095
668	0.6117236007
669	0.6116727951
670	0.6116465163
671	0.6116027344
672	0.6115611764
673	0.6114733554
674	0.6114537388
675	0.6114269409
676	0.6113367596
677	0.6113050444
678	0.611278253
679	0.6112392985
680	0.6111519744
681	0.6111123246
682	0.6110370726
683	0.6109443823
684	0.6108987474
685	0.6108684041
686	0.6108159612
687	0.6107770736
688	0.6107167254
689	0.6106270729
690	0.6105953363
691	0.6105411637
692	0.6105034198
693	0.6104737181
694	0.6104327928
695	0.6103591016
696	0.6103111535
697	0.6102642987
698	0.6101742723
699	0.6101144849
700	0.610064989
701	0.6099832376
702	0.609971113
703	0.6099087195
704	0.6098664364
705	0.6098387461
706	0.609800698
707	0.6097644114
708	0.6097203432
709	0.6096368407
710	0.6095891977
711	0.6095110115
712	0.6094104347
713	0.6093415708
714	0.6092973653
715	0.609224126
716	0.6091767129
717	0.6091203821
718	0.6090842547
719	0.6090110662
720	0.6089535839
721	0.6089070577
722	0.6088373541
723	0.6087705602
724	0.6087307747
725	0.6086667907
726	0.6086293683
727	0.6085838661
728	0.6085444441
729	0.6084557093
730	0.6083937972
731	0.6083437186
732	0.6082881886
733	0.6081908003
734	0.6081402152
735	0.6080764867
736	0.6080409792
737	0.6080012426
738	0.6079668089
739	0.6078680052
740	0.6077427507
741	0.6077091574
742	0.607668187
743	0.6075563364
744	0.6075141354
745	0.6074520062
746	0.6073691163
747	0.6073177043
748	0.6072396
749	0.6071916445
750	0.6071553623
751	0.6071048582
752	0.6070533035
753	0.6069867249
754	0.6069314181
755	0.6068915567
756	0.6068409108
757	0.6067749736
758	0.6067238597
759	0.6067085489
760	0.6066356056
761	0.6065892191
762	0.6065397281
763	0.6065057463
764	0.6064808453
765	0.6064334579
766	0.6063707085
767	0.6063225222
768	0.6063047349
769	0.6062764696
770	0.6062454583
771	0.6062200116
772	0.6061424671
773	0.6061078296
774	0.6060538018
775	0.6059664023
776	0.6059404402
777	0.6058487345
778	0.6057945957
779	0.6057509814
780	0.6057231553
781	0.605643077
782	0.605609486
783	0.6055910093
784	0.6055038
785	0.6054832037
786	0.6054387673
787	0.6053780484
788	0.6053435872
789	0.6053002329
790	0.6052578889
791	0.6051844115
792	0.6051319639
793	0.6050613946
794	0.6050041407
795	0.6049709109
796	0.6049192086
797	0.6048834267
798	0.6048444457
799	0.6048226406
800	0.6047953007
801	0.6047467992
802	0.6046863362
803	0.6046148378
804	0.6045783429
805	0.6045354346
806	0.6044644823
807	0.6044111799
808	0.6043403985
809	0.6042744588
810	0.604230333
811	0.6041954808
812	0.60411114
813	0.6040702451
814	0.6040180363
815	0.6039711068
816	0.6039204197
817	0.6038996916
818	0.6038368058
819	0.6038201737
820	0.6037582844
821	0.6036862845
822	0.6036303991
823	0.6035751781
824	0.6035358935
825	0.603502486
826	0.6034653911
827	0.6033906193
828	0.6033540226
829	0.6032802076
830	0.6032321332
831	0.6031925242
832	0.6031527653
833	0.6030809298
834	0.6030505512
835	0.6030003462
836	0.6029773794
837	0.6029496723
838	0.6029360297
839	0.6029192234
840	0.6028657492
841	0.6028128749
842	0.6027364075
843	0.6026484011
844	0.6025995845
845	0.6025564547
846	0.6025400223
847	0.6024821759
848	0.6024175946
849	0.6023886656
850	0.6023559576
851	0.6023339201
852	0.6023176743
853	0.6023083217
854	0.6022605365
855	0.6021737756
856	0.6021201282
857	0.6020877717
858	0.6020288343
859	0.6019483119
860	0.6018546172
861	0.6017848556
862	0.6017396485
863	0.6016466332
864	0.6016027971
865	0.6015584061
866	0.6015147352
867	0.6014514375
868	0.6013779469
869	0.6013450444
870	0.6012964599
871	0.6012288144
872	0.6011902542
873	0.6011413171
874	0.6010804592
875	0.6010190806
876	0.6009699468
877	0.6009408469
878	0.6008833088
879	0.6008369184
880	0.600764886
881	0.6007087905
882	0.6006638544
883	0.6006272343
884	0.6005819491
885	0.600525592
886	0.6004574628
887	0.6004072591
888	0.6003385223
889	0.6002885751
890	0.6002341533
891	0.6002042907
892	0.6001579758
893	0.6000824443
894	0.6000561247
895	0.6000079437
896	0.5999651228
897	0.5999345378
898	0.5998521477
899	0.5998232412
900	0.5997606816
901	0.5997371057
902	0.599623944
903	0.5996138048
904	0.5995757161
905	0.5995365613
906	0.5995059896
907	0.5994704651
908	0.5994039219
909	0.5993213542
910	0.5992800783
911	0.5991870812
912	0.5991537036
913	0.5991292727
914	0.5990917722
915	0.5990310595
916	0.5989756297
917	0.5989478482
918	0.5988912789
919	0.5988375023
920	0.5987776651
921	0.5987546881
922	0.5987169166
923	0.5986705614
924	0.5986426513
925	0.5986130433
926	0.5985825388
927	0.5985079962
928	0.5984497623
929	0.5983945222
930	0.5983598011
931	0.598318481
932	0.5982828822
933	0.5982624997
934	0.5981858456
935	0.5981503257
936	0.5981166494
937	0.598064042
938	0.5980130809
939	0.5979656576
940	0.5979093356
941	0.5978240031
942	0.5977829854
943	0.5977081293
944	0.5975961338
945	0.5975358645
946	0.597461227
947	0.597425458
948	0.5973469204
949	0.5972834699
950	0.5972656149
951	0.5972116732
952	0.5971657309
953	0.5970460103
954	0.5969895998
955	0.5969641928
956	0.5969445245
957	0.5968996993
958	0.5968765812
959	0.5968315496
960	0.5968046496
961	0.5966870977
962	0.5966493179
963	0.5966085469
964	0.596585377
965	0.5965475327
966	0.5964833204
967	0.5964205675
968	0.5963907705
969	0.596319898
970	0.5962563743
971	0.5962266337
972	0.596162463
973	0.5960942327
974	0.5960580753
975	0.5959917032
976	0.5959534221
977	0.595864581
978	0.5958185932
979	0.5957470574
980	0.5957038792
981	0.5956290768
982	0.5955629048
983	0.5954850697
984	0.5954452302
985	0.5953887952
986	0.5952854797
987	0.595212781
988	0.5951864158
989	0.5951559959
990	0.5950862818
991	0.5950215355
992	0.595000992
993	0.5949191635
994	0.5948850273
995	0.5948338017
996	0.5947877752
997	0.5947642696
998	0.5947316391
999	0.5946520716
1000	0.5945818866
1001	0.5945160342
1002	0.5944590171
1003	0.5944067702
1004	0.5943750113
1005	0.5943186018
1006	0.5942664211
1007	0.5942273194
1008	0.5941877958
1009	0.5941456302
1010	0.5941233742
1011	0.5940778695
1012	0.5940284662
1013	0.5939919982
1014	0.5939213109
1015	0.5938546008
1016	0.5938233136
1017	0.5937819324
1018	0.5937117723
1019	0.5936794551
1020	0.5936374994
1021	0.5936102356
1022	0.5935711266
1023	0.5935450562
1024	0.5934353035
1025	0.5933778068
1026	0.5933065293
1027	0.5932514789
1028	0.5931988112
1029	0.5931614568
1030	0.593112864
1031	0.5930359676
1032	0.5929948571
1033	0.5929431712
1034	0.592835693
1035	0.5927746505
1036	0.5926966686
1037	0.5926635075
1038	0.5926368493
1039	0.5926077895
1040	0.5925798269
1041	0.592549233
1042	0.5925040655
1043	0.5924646976
1044	0.5924374596
1045	0.5923719276
1046	0.5923103192
1047	0.5922644168
1048	0.5921883447
1049	0.5921147054
1050	0.5920401021
1051	0.5919816393
1052	0.5919247334
1053	0.5918801932
1054	0.5918308396
1055	0.5918102571
1056	0.5917813494
1057	0.5917055833
1058	0.5916859999
1059	0.5916433556
1060	0.5916060852
1061	0.5915690346
1062	0.5915131722
1063	0.5914690824
1064	0.5914313576
1065	0.5914148313
1066	0.5913816215
1067	0.5913193815
1068	0.5912964686
1069	0.5912349144
1070	0.5911762665
1071	0.5911274556
1072	0.5910655384
1073	0.5910291673
1074	0.5909893414
1075	0.590926937
1076	0.5908799775
1077	0.5908379784
1078	0.5908130931
1079	0.5907507701
1080	0.5907069811
1081	0.5906548441
1082	0.5906248318
1083	0.5905893147
1084	0.5905573448
1085	0.5905064879
1086	0.5904538114
1087	0.5904112073
1088	0.5903638121
1089	0.5903118016
1090	0.5902730294
1091	0.5901833177
1092	0.5901376444
1093	0.5900951712
1094	0.5900353769
1095	0.5899957343
1096	0.5899630442
1097	0.589941295
1098	0.5898458205
1099	0.5898275195
1100	0.5897935743
1101	0.5897271223
1102	0.589655697
1103	0.5896167094
1104	0.5896099181
1105	0.5895947116
1106	0.5895593627
1107	0.5895336063
1108	0.589520364
1109	0.5894836316
1110	0.5894455352
1111	0.589380462
1112	0.5893563211
1113	0.5892997335
1114	0.5892802481
1115	0.5892480824
1116	0.5892092326
1117	0.589146853
1118	0.5891039108
1119	0.5890633253
1120	0.5890049553
1121	0.5889133614
1122	0.5888693905
1123	0.5888405974
1124	0.58876938
1125	0.5887222445
1126	0.5886907258
1127	0.5886441003
1128	0.5886150807
1129	0.588605419
1130	0.5885587791
1131	0.5885021527
1132	0.5884284543
1133	0.5884119477
1134	0.5883965885
1135	0.5883464771
1136	0.5882945023
1137	0.5882790997
1138	0.5882441834
1139	0.5882130676
1140	0.5881602964
1141	0.5881346133
1142	0.5880838736
1143	0.5880085297
1144	0.5879688492
1145	0.5879339908
1146	0.5878755176
1147	0.5878053139
1148	0.5877556749
1149	0.5877260563
1150	0.5876646152
1151	0.5876428317
1152	0.5875983763
1153	0.5875742565
1154	0.587524849
1155	0.5874617462
1156	0.5874213027
1157	0.5874000604
1158	0.5873837681
1159	0.5873148853
1160	0.587263936
1161	0.587227959
1162	0.5871542345
1163	0.5871411394
1164	0.5871164974
1165	0.587020332
1166	0.586946163
1167	0.5868690373
1168	0.5868389661
1169	0.5867673984
1170	0.586683145
1171	0.5866480971
1172	0.5865921991
1173	0.5865583564
1174	0.5865257619
1175	0.5864729795
1176	0.5864478512
1177	0.5864070521
1178	0.5863533094
1179	0.5863157588
1180	0.5862794975
1181	0.5862394459
1182	0.5861532654
1183	0.5861125012
1184	0.586051377
1185	0.5859824107
1186	0.5859250978
1187	0.5858806514
1188	0.5858513375
1189	0.5858052344
1190	0.5857480524
1191	0.5857308834
1192	0.5857033082
1193	0.585638567
1194	0.5856005711
1195	0.5855837558
1196	0.5855325729
1197	0.5855164968
1198	0.5854586723
1199	0.5853774244
1200	0.5852913072
1201	0.5852217792
1202	0.5851994051
1203	0.5851469947
1204	0.5851070513
1205	0.5850796366
1206	0.5850628623
1207	0.5850438601
1208	0.5849826782
1209	0.5849553547
1210	0.5848828736
1211	0.5848520739
1212	0.584796733
1213	0.5847640831
1214	0.5847162651
1215	0.5846487168
1216	0.5846239686
1217	0.584613102
1218	0.5845587366
1219	0.5845393497
1220	0.584491609
1221	0.5844352554
1222	0.584393407
1223	0.5843563843
1224	0.5843230673
1225	0.5843122997
1226	0.5842985887
1227	0.5842375243
1228	0.5841887387
1229	0.5841553124
1230	0.5841138801
1231	0.5840785922
1232	0.5840265782
1233	0.5839476408
1234	0.5839071941
1235	0.5838626946
1236	0.5837893027
1237	0.5837581471
1238	0.5836577085
1239	0.5835900015
1240	0.5835472404
1241	0.5834537625
1242	0.5833578577
1243	0.5833117101
1244	0.583281297
1245	0.5832332497
1246	0.5832092187
1247	0.5831532608
1248	0.5830965118
